﻿subway,서울역,,37.5544092,126.9707527,,150,,공항철도 1호선&경의선&경의선&경부선&4호선&1호선,,서울특별시 용산구 청파로 378 철도청,서울특별시 용산구 동자동 43-205,서울특별시,용산구,동자동,43-205
subway,탄현역,,37.69358528,126.7608707,,1276,,경의선,,,경기도 고양시 일산서구 덕이동 271-1,경기도,고양시 일산서구,덕이동,271-1
subway,운정역,,37.72603277,126.7672086,,1278,,경의선,,,경기도 파주시 상지석동 1002-1,경기도,파주시,상지석동,1002-1
subway,금릉역,,37.75161717,126.7657663,,1279,,경의선,,,경기도 파주시 금촌동 978-13,경기도,파주시,금촌동,978-13
subway,금촌역,,37.76568895,126.774347,,1280,,경의선,,경기도 파주시 새꽃로 197,경기도 파주시 금촌동 329-39,경기도,파주시,금촌동,329-39
subway,월롱역,,37.79563472,126.7927847,,1282,,경의선,,,경기도 파주시 월롱면 위전리 393-4,경기도,파주시 월롱면,위전리,393-4
subway,파주역,,37.814951,126.7927303,,1283,,경의선,,경기도 파주시 파주읍 주라위길 38 파주역,경기도 파주시 파주읍 봉암리 487-4,경기도,파주시 파주읍,봉암리,487-4
subway,문산역,,37.85436846,126.7883014,,1284,,경의선,,경기도 파주시 문산읍 문산역로 94 문산역,경기도 파주시 문산읍 문산리 17-14,경기도,파주시 문산읍,문산리,17-14
subway,갈매역,,37.63371768,127.114654,,1312,,경춘선,,경기도 구리시 경춘북로 229 갈매역사,경기도 구리시 갈매동 502-39,경기도,구리시,갈매동,502-39
subway,별내역,,37.64199332,127.1278098,,1313,,경춘선,,,경기도 남양주시 별내동,경기도,남양주시,별내동,
subway,퇴계원역,,37.64792116,127.1441368,,1314,,경춘선,,경기도 남양주시 퇴계원면 경춘북로 545 퇴계원역,경기도 남양주시 퇴계원면 퇴계원리 218-142,경기도,남양주시 퇴계원면,퇴계원리,218-142
subway,신내역,,37.61318569,127.1032969,,1311,,경춘선,,,서울특별시 중랑구 신내동 60-10,서울특별시,중랑구,신내동,60-10
subway,사릉역,,37.65112036,127.177005,,1315,,경춘선,,,경기도 남양주시 진건읍 사능리 604-1,경기도,남양주시 진건읍,사능리,604-1
subway,금곡역,,37.63701574,127.2075617,,1316,,경춘선,,,경기도 남양주시 금곡동 403-8,경기도,남양주시,금곡동,403-8
subway,평내호평역,,37.65316336,127.2443221,,1317,,경춘선,,경기도 남양주시 경춘로 1375 평내호평역,경기도 남양주시 평내동 660,경기도,남양주시,평내동,660
subway,천마산역,,37.65775189,127.2874014,,1318,,경춘선,,,경기도 남양주시 화도읍 묵현리 295-3,경기도,남양주시 화도읍,묵현리,295-3
subway,마석역,,37.65300622,127.311407,,1319,,경춘선,,경기도 남양주시 화도읍 마석중앙로 107 마석역,경기도 남양주시 화도읍 마석우리 222-2,경기도,남양주시 화도읍,마석우리,222-2
subway,대성리역,,37.68387247,127.3796915,,1320,,경춘선,,,경기도 가평군 청평면 대성리 393-12,경기도,가평군 청평면,대성리,393-12
subway,청평역,,37.73517576,127.4265553,,1321,,경춘선,,경기도 가평군 청평면 청평역로 97-33 청평역,경기도 가평군 청평면 청평리 125-1,경기도,가평군 청평면,청평리,125-1
subway,상천역,,37.77002887,127.4544482,,1322,,경춘선,,경기도 가평군 청평면 상천역로 29 상천역,경기도 가평군 청평면 상천리 1260-1,경기도,가평군 청평면,상천리,1260-1
subway,가평역,,37.81448659,127.510594,,1323,,경춘선,,경기도 가평군 가평읍 문화로 13-42 가평역사,경기도 가평군 가평읍 달전리 603-10,경기도,가평군 가평읍,달전리,603-10
subway,굴봉산역,,37.8317866,127.5579671,,1324,,경춘선,,,강원도 춘천시 남산면 백양리 588-28,강원도,춘천시 남산면,백양리,588-28
subway,백양리역,,37.83069511,127.5897641,,1325,,경춘선,,강원도 춘천시 남산면 북한강변길 690 백양리역_엘리시안강촌,강원도 춘천시 남산면 강촌리 680-4,강원도,춘천시 남산면,강촌리,680-4
subway,강촌역,,37.80549054,127.634258,,1326,,경춘선,,,강원도 춘천시 남산면 방곡리 산67-1,강원도,춘천시 남산면,방곡리,산67-1
subway,김유정역,,37.81847635,127.7141409,,1327,,경춘선,,,강원도 춘천시 신동면 증리 산94-1,강원도,춘천시 신동면,증리,산94-1
subway,남춘천역,,37.86364412,127.7238032,,1328,,경춘선,,,강원도 춘천시 퇴계동 923,강원도,춘천시,퇴계동,923
subway,춘천역,,37.88476972,127.7165981,,1329,,경춘선,,,강원도 춘천시 근화동 559,강원도,춘천시,근화동,559
subway,봉명역,,36.80112222,127.1358638,,1401,,장항선,,,충청남도 천안시 동남구 봉명동 25-8,충청남도,천안시 동남구,봉명동,25-8
subway,쌍용(나사렛대)역,,36.79356873,127.1210611,,1402,,장항선,,,충청남도 천안시 서북구 쌍용동 423-2,충청남도,천안시 서북구,쌍용동,423-2
subway,아산역,,36.79196264,127.1040286,,1403,,장항선,,,충청남도 아산시 배방읍 장재리,충청남도,아산시 배방읍,장재리,
subway,배방역,,36.7777582,127.0529291,,1405,,장항선,,충청남도 아산시 배방읍 온천대로 1967 배방역,충청남도 아산시 배방읍 구령리 148-2,충청남도,아산시 배방읍,구령리,148-2
subway,온양온천역,,36.78065285,127.0031928,,1407,,장항선,,충청남도 아산시 온천대로 1496 온양온천역,충청남도 아산시 온천동 56-9,충청남도,아산시,온천동,56-9
subway,신창역,,36.76982912,126.9516692,,1408,,장항선,,,충청남도 아산시 신창면 행목리 346-40,충청남도,아산시 신창면,행목리,346-40
subway,선바위역,,37.45175345,127.0025297,,1450,,과천선,,경기도 과천시 중앙로 440 선바위역,경기도 과천시 과천동 355,경기도,과천시,과천동,355
subway,경마공원역,,37.44357934,127.0080532,,1451,,과천선,,경기도 과천시 경마공원대로 105 경마공원역,경기도 과천시 과천동 654,경기도,과천시,과천동,654
subway,대공원역,,37.43608302,127.0066063,,1452,,과천선,,,경기도 과천시 막계동 290,경기도,과천시,막계동,290
subway,과천역,,37.43261595,126.996618,,1453,,과천선,,경기도 과천시 도서관길 36 경기도립도서관,경기도 과천시 별양동 2,경기도,과천시,별양동,2
subway,정부과천청사역,,37.42645258,126.9900114,,1454,,과천선,,,경기도 과천시 중앙동 61,경기도,과천시,중앙동,61
subway,인덕원역,,37.40140241,126.9767425,,1455,,과천선,,경기도 안양시 동안구 흥안대로 529 인덕원역,경기도 안양시 동안구 관양동 1563,경기도,안양시 동안구,관양동,1563
subway,평촌역,,37.39419827,126.9643813,,1456,,과천선,,경기도 안양시 동안구 부림로 121 동아프라자아케이드,경기도 안양시 동안구 관양동 1608-4,경기도,안양시 동안구,관양동,1608-4
subway,범계역,,37.38990811,126.9510675,,1457,,과천선,,경기도 안양시 동안구 동안로 130 범계역,경기도 안양시 동안구 호계동 1039-2,경기도,안양시 동안구,호계동,1039-2
subway,금정역,,37.37213307,126.943696,,1458,,경부선,,경기도 군포시 군포로 750 금정역,경기도 군포시 금정동 20-2,경기도,군포시,금정동,20-2
subway,구로역,,37.50184965,126.8816582,,1701,,경부선,,서울특별시 구로구 구로중앙로 174 구로역,서울특별시 구로구 구로동 585-5,서울특별시,구로구,구로동,585-5
subway,가산디지털단지역,,37.48123571,126.8825775,,1702,,경부선&7호선,,,서울특별시 금천구 가산동 440-1,서울특별시,금천구,가산동,440-1
subway,금천구청역,,37.45574856,126.8943225,,1703,,경부선,,서울특별시 금천구 시흥대로63길 91,서울특별시 금천구 시흥동 113-192,서울특별시,금천구,시흥동,113-192
subway,석수역,,37.4350251,126.9022388,,1704,,경부선,,경기도 안양시 만안구 경수대로 1431 석수역,경기도 안양시 만안구 석수동 737,경기도,안양시 만안구,석수동,737
subway,관악역,,37.41893139,126.9090516,,1705,,경부선,,경기도 안양시 만안구 경수대로 1431 석수역,경기도 안양시 만안구 석수동 737,경기도,안양시 만안구,석수동,737
subway,안양역,,37.401559,126.922793,,1706,,경부선,,경기도 안양시 만안구 만안로 232 안양역,경기도 안양시 만안구 안양동 88-1,경기도,안양시 만안구,안양동,88-1
subway,명학역,,37.38464566,126.9353984,,1707,,경부선,,경기도 안양시 만안구 만안로 20 명학역,경기도 안양시 만안구 안양동 1163-1,경기도,안양시 만안구,안양동,1163-1
subway,군포역,,37.3529254,126.94809,,1709,,경부선,,경기도 군포시 군포역1길 39,경기도 군포시 당동 134-1,경기도,군포시,당동,134-1
subway,의왕역,,37.3204884,126.9477745,,1710,,경부선,,경기도 의왕시 철도박물관로 66 의왕역,경기도 의왕시 삼동 473,경기도,의왕시,삼동,473
subway,성균관대역,,37.29982012,126.971962,,1711,,경부선,,,경기도 수원시 장안구 율전동 283-1,경기도,수원시 장안구,율전동,283-1
subway,화서역,,37.28397226,126.9894693,,1712,,경부선,,경기도 수원시 팔달구 덕영대로 692 화서역,경기도 수원시 팔달구 화서동 464,경기도,수원시 팔달구,화서동,464
subway,수원역,,37.26580802,126.9996501,,1713,,분당선&경부선,,경기도 수원시 팔달구 덕영대로 924 AK플라자,경기도 수원시 팔달구 매산로1가 18,경기도,수원시 팔달구,매산로1가,18
subway,독산역,,37.46651984,126.8892294,,1714,,경부선,,서울특별시 금천구 벚꽃로 115 독산역,서울특별시 금천구 가산동 717,서울특별시,금천구,가산동,717
subway,세류역,,37.24376087,127.0135269,,1715,,경부선,,,경기도 수원시 권선구 장지동 1-2,경기도,수원시 권선구,장지동,1-2
subway,병점역,,37.20681461,127.0329959,,1716,,경부선,,경기도 화성시 떡전골로 97 병점역,경기도 화성시 진안동 824-1,경기도,화성시,진안동,824-1
subway,세마역,,37.18719388,127.0432588,,1717,,경부선,,,경기도 오산시 세교동 239-5,경기도,오산시,세교동,239-5
subway,오산대역,,37.16917527,127.0627186,,1718,,경부선,,,경기도 오산시 수청동 320-2,경기도,오산시,수청동,320-2
subway,오산역,,37.14466474,127.0663547,,1719,,경부선,,,경기도 오산시 오산동 603-117,경기도,오산시,오산동,603-117
subway,진위역,,37.10970593,127.0622747,,1720,,경부선,,경기도 평택시 진위면 경기대로 1855,경기도 평택시 진위면 하북리 139-3,경기도,평택시 진위면,하북리,139-3
subway,송탄역,,37.07549475,127.0540831,,1721,,경부선,,,경기도 평택시 신장동 263-169,경기도,평택시,신장동,263-169
subway,서정리역,,37.05659088,127.0529908,,1722,,경부선,,경기도 평택시 탄현로 51,경기도 평택시 서정동 427-53,경기도,평택시,서정동,427-53
subway,지제역,,37.01891738,127.0703155,,1723,,경부선,,,경기도 평택시 지제동 960,경기도,평택시,지제동,960
subway,평택역,,36.99064285,127.0852884,,1724,,경부선,,경기도 평택시 평택로 51 평택민자역사,경기도 평택시 평택동 185-568,경기도,평택시,평택동,185-568
subway,성환역,,36.91578788,127.1265798,,1725,,경부선,,충청남도 천안시 서북구 성환읍 성환1로 293-2,충청남도 천안시 서북구 성환읍 성환리 449-128,충청남도,천안시 서북구 성환읍,성환리,449-128
subway,두정역,,36.83353917,127.1489779,,1727,,경부선,,충청남도 천안시 서북구 두정로 289 두정역,충청남도 천안시 서북구 두정동 83-29,충청남도,천안시 서북구,두정동,83-29
subway,직산역,,36.87093045,127.143599,,1726,,경부선,,충청남도 천안시 서북구 직산읍 천안대로 1471-33 직산역,충청남도 천안시 서북구 직산읍 모시리 58-11,충청남도,천안시 서북구 직산읍,모시리,58-11
subway,천안역,,36.81030082,127.1466382,,1728,,경부선,,충청남도 천안시 동남구 대흥로 239 천안역,충청남도 천안시 동남구 대흥동 57-1,충청남도,천안시 동남구,대흥동,57-1
subway,당정역,,37.34355477,126.9481057,,1729,,경부선,,경기도 군포시 당정역로 91 당정역,경기도 군포시 당정동 938,경기도,군포시,당정동,938
subway,서동탄역,,37.19563512,127.0519136,,1749,,경부선,,,경기도 오산시 외삼미동 259,경기도,오산시,외삼미동,259
subway,광명역,,37.41742567,126.8854077,,1750,,경부선,,,경기도 광명시 일직동,경기도,광명시,일직동,
subway,산본역,,37.35808948,126.9330062,,1751,,안산선,,경기도 군포시 번영로 504 산본역,경기도 군포시 산본동 1231,경기도,군포시,산본동,1231
subway,대야미역,,37.32770755,126.9171248,,1752,,안산선,,,경기도 군포시 대야미동 229-8,경기도,군포시,대야미동,229-8
subway,반월역,,37.31254931,126.9038756,,1753,,안산선,,경기도 안산시 상록구 건건로 119-10,경기도 안산시 상록구 건건동 산62-1,경기도,안산시 상록구,건건동,산62-1
subway,상록수역,,37.3029801,126.8668557,,1754,,안산선,,경기도 안산시 상록구 상록수로 61,경기도 안산시 상록구 본오동 1028,경기도,안산시 상록구,본오동,1028
subway,한대앞역,,37.30995678,126.8540198,,1755,,안산선,,,경기도 안산시 상록구 이동 614-29,경기도,안산시 상록구,이동,614-29
subway,중앙역,,37.31581092,126.8383636,,1756,,안산선,,경기도 안산시 단원구 중앙대로 918 중앙역,경기도 안산시 단원구 고잔동 167-378,경기도,안산시 단원구,고잔동,167-378
subway,고잔역,,37.31709679,126.8228376,,1757,,안산선,,경기도 안산시 단원구 중앙대로 784 고잔역,경기도 안산시 단원구 고잔동 453-53,경기도,안산시 단원구,고잔동,453-53
subway,초지역,,37.32056646,126.8061863,,1758,,안산선,,경기도 안산시 단원구 중앙대로 620 초지역,경기도 안산시 단원구 초지동 27-1,경기도,안산시 단원구,초지동,27-1
subway,안산역,,37.32707801,126.7888525,,1759,,안산선,,경기도 안산시 단원구 중앙대로 462,경기도 안산시 단원구 원곡동 326-4,경기도,안산시 단원구,원곡동,326-4
subway,신길온천역,,37.33781344,126.7672463,,1760,,안산선,,경기도 안산시 단원구 황고개로 2 신길온천역사,경기도 안산시 단원구 신길동 216-357,경기도,안산시 단원구,신길동,216-357
subway,정왕역,,37.35160199,126.7427117,,1761,,안산선,,,경기도 시흥시 정왕동 2325-11,경기도,시흥시,정왕동,2325-11
subway,오이도역,,37.36220715,126.7387018,,1762,,안산선,,경기도 시흥시 역전로 430,경기도 시흥시 정왕동 878,경기도,시흥시,정왕동,878
subway,수리산역,,37.35015591,126.9254877,,1763,,안산선,,경기도 군포시 번영로 385 수리산역,경기도 군포시 산본동 1231-1,경기도,군포시,산본동,1231-1
subway,개봉역,,37.49513124,126.8584737,,1801,,경인선,,,서울특별시 구로구 개봉동 416-99,서울특별시,구로구,개봉동,416-99
subway,오류동역,,37.49430979,126.8444895,,1802,,경인선,,,서울특별시 구로구 오류동 135-1,서울특별시,구로구,오류동,135-1
subway,역곡역,,37.48519128,126.8122486,,1803,,경인선,,경기도 부천시 소사구 경인로425번길 168,경기도 부천시 소사구 괴안동 211-4,경기도,부천시 소사구,괴안동,211-4
subway,부천역,,37.4841311,126.7826826,,1804,,경인선,,경기도 부천시 소사구 부천로 1 부천역사쇼핑몰,경기도 부천시 소사구 심곡본동 316-2,경기도,부천시 소사구,심곡본동,316-2
subway,송내역,,37.48756815,126.7529397,,1805,,경인선,,,경기도 부천시 소사구 송내동 280-2,경기도,부천시 소사구,송내동,280-2
subway,부평역,,37.48985388,126.7241528,,1806,,경인선,,인천광역시 부평구 광장로 16 부평민자역사,인천광역시 부평구 부평동 738-21,인천광역시,부평구,부평동,738-21
subway,백운역,,37.48331578,126.7075657,,1807,,경인선,,,인천광역시 부평구 십정동 541-45,인천광역시,부평구,십정동,541-45
subway,동암역,,37.47071974,126.7032199,,1808,,경인선,,,인천광역시 부평구 십정동 467-2,인천광역시,부평구,십정동,467-2
subway,주안역,,37.4647968,126.6806138,,1809,,경인선,,인천광역시 남구 주안로 95-19 주안역사,인천광역시 남구 주안동 235-1,인천광역시,남구,주안동,235-1
subway,제물포역,,37.46662352,126.6573789,,1810,,경인선,,인천광역시 남구 경인로 129 제물포 역사,인천광역시 남구 도화동 649-18,인천광역시,남구,도화동,649-18
subway,동인천역,,37.47533146,126.6325221,,1811,,경인선,,인천광역시 중구 참외전로 131-31 주차타워,인천광역시 중구 인현동 1-618,인천광역시,중구,인현동,1-618
subway,인천역,,37.47587589,126.6167736,,1812,,경인선,,인천광역시 중구 제물량로 269,인천광역시 중구 북성동1가 3-1,인천광역시,중구,북성동1가,3-1
subway,구일역,,37.49633366,126.8697345,,1813,,경인선,,서울특별시 구로구 구일로 133 구일역,서울특별시 구로구 구로동 636-46,서울특별시,구로구,구로동,636-46
subway,소사역,,37.48241344,126.7955133,,1814,,경인선,,,경기도 부천시 소사구 소사본동 257-7,경기도,부천시 소사구,소사본동,257-7
subway,부개역,,37.4884491,126.7403045,,1815,,경인선,,인천광역시 부평구 수변로 22 경안복복선 전철 부개선상역사,인천광역시 부평구 부개동 468,인천광역시,부평구,부개동,468
subway,간석역,,37.46472866,126.6943004,,1816,,경인선,,인천광역시 남동구 석정로 522-14 간석역,인천광역시 남동구 간석동 757,인천광역시,남동구,간석동,757
subway,도원역,,37.46844586,126.6424131,,1817,,경인선,,,인천광역시 동구 창영동 179-4,인천광역시,동구,창영동,179-4
subway,온수역,,37.49216463,126.8235974,,1821,,경인선&7호선,,서울특별시 구로구 경인로3길 64 7호선 온수역,서울특별시 구로구 온수동 51-24,서울특별시,구로구,온수동,51-24
subway,중동역,,37.48651066,126.7644762,,1822,,경인선,,경기도 부천시 소사구 중동로 73 중동역,경기도 부천시 소사구 송내동 529,경기도,부천시 소사구,송내동,529
subway,도화역,,37.46571887,126.6686867,,1823,,경인선,,인천광역시 남구 숙골로8번길 15 도화역대성유니드아파트,인천광역시 남구 도화동 984,인천광역시,남구,도화동,984
subway,서울숲역,,37.54353946,127.0444298,,1847,,분당선,,,서울특별시 성동구 성수동1가 685-722,서울특별시,성동구,성수동1가,685-722
subway,압구정로데오역,,37.52732284,127.0408003,,1848,,분당선,,서울특별시 강남구 선릉로 844 신한빌딩,서울특별시 강남구 청담동 78-1,서울특별시,강남구,청담동,78-1
subway,선정릉역,,37.51038302,127.0439584,,1850,,분당선&9호선2단계,,서울특별시 강남구 선릉로 580 선정릉역,서울특별시 강남구 삼성동 111-114,서울특별시,강남구,삼성동,111-114
subway,가천대역,,37.44880348,127.1271362,,1851,,분당선,,경기도 성남시 수정구 성남대로 1334 경원프라자,경기도 성남시 수정구 태평동 5113-9,경기도,성남시 수정구,태평동,5113-9
subway,태평역,,37.43952926,127.1281242,,1852,,분당선,,경기도 성남시 수정구 성남대로 1228 해광빌딩,경기도 성남시 수정구 수진동 2997,경기도,성남시 수정구,수진동,2997
subway,모란역,,37.43307693,127.1291528,,1853,,분당선&8호선,,경기도 성남시 중원구 성남대로 1147 모란역,경기도 성남시 중원구 성남동 1575,경기도,성남시 중원구,성남동,1575
subway,야탑역,,37.41164406,127.1288182,,1854,,분당선,,경기도 성남시 분당구 성남대로 903 야탑역,경기도 성남시 분당구 야탑동 488-1,경기도,성남시 분당구,야탑동,488-1
subway,서현역,,37.38481736,127.1236058,,1855,,분당선,,경기도 성남시 분당구 황새울로360번길 42 AK플라자,경기도 성남시 분당구 서현동 263,경기도,성남시 분당구,서현동,263
subway,수내역,,37.37840051,127.1143507,,1856,,분당선,,경기도 성남시 분당구 황새울로200번길 45 롯데백화점,경기도 성남시 분당구 수내동 14,경기도,성남시 분당구,수내동,14
subway,정자역,,37.36666807,127.1078398,,1857,,분당선,,,경기도 성남시 분당구 정자동 96-1,경기도,성남시 분당구,정자동,96-1
subway,미금역,,37.35015318,127.1089451,,1858,,분당선,,경기도 성남시 분당구 성남대로 156 미금역,경기도 성남시 분당구 금곡동 222,경기도,성남시 분당구,금곡동,222
subway,오리역,,37.33932988,127.1091825,,1859,,분당선,,경기도 성남시 분당구 성남대로 55 오리역,경기도 성남시 분당구 구미동 197-1,경기도,성남시 분당구,구미동,197-1
subway,이매역,,37.39654336,127.1285623,,1860,,분당선,,,경기도 성남시 분당구 이매동 128-10,경기도,성남시 분당구,이매동,128-10
subway,보정역,,37.31283357,127.1080392,,1861,,분당선,,경기도 용인시 기흥구 용구대로 2581 하이홈편의점,경기도 용인시 기흥구 보정동 225-2,경기도,용인시 기흥구,보정동,225-2
subway,죽전역,,37.32480343,127.107343,,1862,,분당선,,,경기도 용인시 수지구 죽전동 1287,경기도,용인시 수지구,죽전동,1287
subway,구성역,,37.2988599,127.1045547,,1863,,분당선,,경기도 용인시 기흥구 용구대로2325번길 79 분재사랑곳,경기도 용인시 기흥구 보정동 1019-178,경기도,용인시 기흥구,보정동,1019-178
subway,신갈역,,37.28623941,127.1113035,,1864,,분당선,,경기도 용인시 기흥구 기흥로 136 신갈역,경기도 용인시 기흥구 신갈동 167,경기도,용인시 기흥구,신갈동,167
subway,기흥역,,37.27542277,127.1157979,,1865,,분당선,,,경기도 용인시 기흥구 구갈동 480-17,경기도,용인시 기흥구,구갈동,480-17
subway,상갈역,,37.26209341,127.1094648,,1866,,분당선,,경기도 용인시 기흥구 금화로58번길 10 금화마을주공4단지아파트,경기도 용인시 기흥구 상갈동 463,경기도,용인시 기흥구,상갈동,463
subway,청명역,,37.25995432,127.0797013,,1867,,분당선,,경기도 수원시 영통구 봉영로 1670 청명역,경기도 수원시 영통구 영통동 1055,경기도,수원시 영통구,영통동,1055
subway,영통역,,37.25166988,127.0715771,,1868,,분당선,,경기도 수원시 영통구 봉영로 1670 청명역,경기도 수원시 영통구 영통동 1055,경기도,수원시 영통구,영통동,1055
subway,망포역,,37.2459109,127.0571452,,1869,,분당선,,경기도 수원시 영통구 덕영대로 1520 망포역,경기도 수원시 영통구 영통동 1069,경기도,수원시 영통구,영통동,1069
subway,매탄권선역,,37.25312586,127.0404681,,1870,,분당선,,경기도 수원시 영통구 권선로 841 매탄권선역,경기도 수원시 영통구 매탄동 687-4,경기도,수원시 영통구,매탄동,687-4
subway,수원시청역,,37.26286,127.0301017,,1871,,분당선,,경기도 수원시 팔달구 효원로 257 홈플러스동수원점,경기도 수원시 팔달구 인계동 1045,경기도,수원시 팔달구,인계동,1045
subway,매교역,,37.26502504,127.0161232,,1872,,분당선,,경기도 수원시 팔달구 정조로632번길 9,경기도 수원시 팔달구 매교동 175-29,경기도,수원시 팔달구,매교동,175-29
subway,달월역,,37.37988179,126.7454146,,1878,,수인선,,경기도 시흥시 서해안로736번길 55,경기도 시흥시 월곶동 662-3,경기도,시흥시,월곶동,662-3
subway,월곶역,,37.39248801,126.7417581,,1879,,수인선,,,경기도 시흥시 월곶동 991-25,경기도,시흥시,월곶동,991-25
subway,소래포구역,,37.40076014,126.7340497,,1880,,수인선,,인천광역시 남동구 소래역로 51 소래포구역,인천광역시 남동구 논현동 731-7,인천광역시,남동구,논현동,731-7
subway,인천논현역,,37.40073299,126.7223041,,1881,,수인선,,,인천광역시 남동구 논현동 720,인천광역시,남동구,논현동,720
subway,호구포역,,37.40178029,126.7082956,,1882,,수인선,,인천광역시 남동구 호구포로 205 호구포역,인천광역시 남동구 논현동 731-1,인천광역시,남동구,논현동,731-1
subway,남동인더스파크역,,37.40751582,126.6960747,,1883,,수인선,,인천광역시 남동구 은청로 17 남동인더스파크역,인천광역시 남동구 논현동 470-5,인천광역시,남동구,논현동,470-5
subway,연수역,,37.4179218,126.6788619,,1885,,수인선,,인천광역시 연수구 비류대로320번길 20,인천광역시 연수구 연수동 589,인천광역시,연수구,연수동,589
subway,송도역,,37.42831478,126.6580289,,1886,,수인선,,,인천광역시 연수구 옥련동 302-4,인천광역시,연수구,옥련동,302-4
subway,방학역,,37.6676084,127.0443197,,1901,,경원선,,서울특별시 도봉구 도봉로150다길 3 방학역,서울특별시 도봉구 방학동 728,서울특별시,도봉구,방학동,728
subway,도봉역,,37.67914397,127.0456323,,1902,,경원선,,서울특별시 도봉구 도봉로170길 2 도봉역,서울특별시 도봉구 도봉동 639,서울특별시,도봉구,도봉동,639
subway,도봉산역,,37.68953366,127.0464321,,1903,,경원선&7호선,,서울특별시 도봉구 도봉로 964-40 도봉산역7호선,서울특별시 도봉구 도봉동 38-3,서울특별시,도봉구,도봉동,38-3
subway,망월사역,,37.710562,127.0470889,,1904,,경원선,,,경기도 의정부시 호원동 114-5,경기도,의정부시,호원동,114-5
subway,회룡역,,37.72405849,127.04702,,1905,,경원선,,,경기도 의정부시 호원동 50-12,경기도,의정부시,호원동,50-12
subway,의정부역,,37.73840223,127.0459397,,1906,,경원선,,경기도 의정부시 평화로 525 의정부민자역사,경기도 의정부시 의정부동 168-54,경기도,의정부시,의정부동,168-54
subway,가능역,,37.7487099,127.0441304,,1907,,경원선,,경기도 의정부시 평화로 633 가능역,경기도 의정부시 가능동 197-1,경기도,의정부시,가능동,197-1
subway,녹양역,,37.75916528,127.0423252,,1908,,경원선,,경기도 의정부시 평화로 757 녹양역,경기도 의정부시 녹양동 97-10,경기도,의정부시,녹양동,97-10
subway,양주역,,37.77394017,127.0446034,,1909,,경원선,,,경기도 양주시 남방동 117-3,경기도,양주시,남방동,117-3
subway,덕계역,,37.81861871,127.0569134,,1910,,경원선,,,경기도 양주시 덕계동,경기도,양주시,덕계동,
subway,덕정역,,37.84312225,127.0614762,,1911,,경원선,,경기도 양주시 화합로 1356 덕정역,경기도 양주시 덕정동 350-14,경기도,양주시,덕정동,350-14
subway,지행역,,37.89213614,127.056059,,1912,,경원선,,경기도 동두천시 평화로 2285 지행역,경기도 동두천시 지행동 482,경기도,동두천시,지행동,482
subway,동두천중앙역,,37.90186605,127.056521,,1913,,경원선,,경기도 동두천시 동두천로 228 동두천중앙역,경기도 동두천시 생연동 726-3,경기도,동두천시,생연동,726-3
subway,보산역,,37.91397442,127.0569848,,1914,,경원선,,경기도 동두천시 중앙로361번길 19,경기도 동두천시 보산동 426-34,경기도,동두천시,보산동,426-34
subway,동두천역,,37.92745333,127.0549476,,1915,,경원선,,경기도 동두천시 평화로 2687 동두천역,경기도 동두천시 동두천동 245-31,경기도,동두천시,동두천동,245-31
subway,소요산역,,37.94871235,127.0611068,,1916,,경원선,,경기도 동두천시 평화로 2925 소요산역,경기도 동두천시 상봉암동 70-1,경기도,동두천시,상봉암동,70-1
subway,원흥역,,37.65107404,126.8741892,,1948,,일산선,,,경기도 고양시 덕양구 원흥동,경기도,고양시 덕양구,원흥동,
subway,삼송역,,37.65325744,126.8954897,,1950,,일산선,,,경기도 고양시 덕양구 삼송동,경기도,고양시 덕양구,삼송동,
subway,원당역,,37.65339715,126.8432577,,1951,,일산선,,경기도 고양시 덕양구 고양대로 1429 원당역,경기도 고양시 덕양구 성사동 410-7,경기도,고양시 덕양구,성사동,410-7
